label,messages,length
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,110
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",120
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,124
ham,Don know:)this week i'm going to tirunelvai da.,47
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,66
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",145
ham,She told to hr that he want posting in chennai:)because i'm working here:),74
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,147
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,97
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,86
spam,You have 1 new voicemail. Please call 08719181513.,50
ham,I know you are serving. I mean what are you doing now.,54
ham,"Total disappointment, when I texted you was the craziest shit got :(",68
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",70
ham,Its going good...no problem..but still need little experience to understand american customer voice...,102
ham,We still on for tonight?,24
ham,What happen to her tell the truth,33
ham,Huh so late... Fr dinner?,25
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",142
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,119
ham,I cant pick the phone right now. Pls send a message,51
ham,Thanks for picking up the trash.,32
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",144
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,137
ham,Now get step 2 outta the way. Congrats again.,45
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,60
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,105
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,147
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",156
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,72
ham,"Probably, want to pick up more?",31
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",160
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,126
ham,Oh ho. Is this the first time u use these type of words,55
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",61
ham,"Trust me. Even if isn't there, its there.",41
ham,Call me when u're done...,25
ham,"Night night, see you tomorrow",29
ham,"There're some people by mu, I'm at the table by lambda",54
ham,No one interested. May be some business plan.,45
ham,Exactly. Anyways how far. Is jide her to study or just visiting,63
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444
ham,"I av a new number,  . Wil u only use this one,ta.",49
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,97
ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,97
ham,Dear we are going to our rubber place,37
ham,Quite late lar... Ard 12 anyway i wun b drivin...,49
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",149
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),149
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,57
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,85
ham,So dont use hook up any how,27
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",236
ham,No problem. How are you doing?,30
ham,Okie,4
ham,But am going to college pa. What to do. are else ill come there it self. Pa.,76
ham,Yar lor... How u noe? U used dat route too?,43
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,137
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",121
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,104
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,156
ham,Din i tell u jus now 420,24
ham,Cuz ibored. And don wanna study,31
ham,Tell me again what your address is,34
ham,No just send to you. Bec you in temple na.,42
ham,My sister cleared two round in birla soft yesterday.,52
ham,Then anything special?,22
ham,U dun say so early hor... U c already then say...,49
ham,Well if I'm that desperate I'll just call armand again,54
ham,K...k:)why cant you come here and search job:),46
ham,Get ready to put on your excellent sub face :),46
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,85
ham,You are right. Meanwhile how's project twins comin up,53
ham,Then. You are eldest know.,26
ham,"Its ok chikku, and its my 1 of favourite song..:-)",50
ham,Yes but I don't care cause I know its there!,44
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",117
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,84
ham,"Dear, take care. I am just reaching home.love u a lot.",54
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,74
ham,I dunno they close oredi not... Ü v ma fan...,45
ham,I keep ten rs in my shelf:) buy two egg.,40
ham,I asked sen to come chennai and search for job.,47
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,120
ham,Dunno lei he neva say...,24
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",68
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",160
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,157
ham,Dont talk to him ever ok its my word.,37
ham,Just nw i came to hme da..,26
ham,Ok thanx...,11
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,118
ham,"Ok, be careful ! Don't text and drive !",39
ham,K do I need a login or anything,31
ham,Yes. Rent is very expensive so its the way we save.,51
ham,"Yup, leaving right now, be back soon",36
ham,Thats cool princess! I will cover your face in hot sticky cum :),64
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",157
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,158
ham,Okie... Thanx...,16
ham,"Playin space poker, u?",22
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",221
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,159
ham,Hi da:)how is the todays class?,31
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,73
ham,Yes. that will be fine. Love you. Be safe.,42
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",140
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",154
ham,"K, if u bored up just come to my home..",39
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",158
ham,From tomorrow onwards eve 6 to 3 work.,38
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,151
ham,"Aight yo, dats straight dogg",28
ham,they released another Italian one today and it has a cosign option,66
ham,Yeah imma come over cause jay wants to do some drugs,52
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",92
ham,I'm good. Have you registered to vote?,38
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,95
ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",142
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,87
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",293
ham,U sure u can't take any sick time?,34
ham,When are you going to ride your bike?,37
ham,Why do you ask princess?,24
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",128
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,173
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,92
ham,Thanks love. But am i doing torch or bold.,42
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",109
ham,Mm that time you dont like fun,30
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",166
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,82
ham,Total video converter free download type this in google search:),64
ham,Wanna do some art?! :D,22
ham,U buy newspapers already?,25
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,152
ham,"Hiya, had a good day? Have you spoken to since the weekend?",59
ham,No i am not having not any movies in my laptop,46
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,152
ham,I cant pick the phone right now. Pls send a message,51
